"","system.index","index","latitude","longitude","ratio",".geo"
"2958","664",1414,25.5099,113.785,0.233520458,"{""type"":""Point"",""coordinates"":[113.78499965377888,25.50990177081849]}"
"2959","000000000000000005b8",1242,26.7572,109.3583,0.248059867,"{""type"":""Point"",""coordinates"":[109.35829842858732,26.75720151748838]}"
"2960","0000000000000000062d",1359,25.7563,108.051,0.171505437,"{""type"":""Point"",""coordinates"":[108.05100147724333,25.756298317728753]}"
"2961","644",1382,28.5054,106.3239,0.201711491,"{""type"":""Point"",""coordinates"":[106.32389799812161,28.505401003693944]}"
"2962","0000000000000000052b",1101,28.5054,120.004,0.172664747,"{""type"":""Point"",""coordinates"":[120.00400087459458,28.505401003693944]}"
"2963","0000000000000000021d",319,10.4,-84,0.21,"{""type"":""Point"",""coordinates"":[-84.00000163448493,10.400001518861302]}"
"2964","00000000000000002bf7",11050,10.4,-84,0.21,"{""type"":""Point"",""coordinates"":[-84.00000163448493,10.400001518861302]}"
"2965","2597",13524,9.856489,98.558687,0.418409447,"{""type"":""Point"",""coordinates"":[98.55868565061937,9.856490609658891]}"
"2966","0000000000000000259c",13529,12.195016,102.637786,0.35161744,"{""type"":""Point"",""coordinates"":[102.63778657139164,12.195017107026999]}"
"2967","00000000000000002d93",11462,17,99.5,0.077641984,"{""type"":""Point"",""coordinates"":[99.50000188300179,17.00000171098656]}"
"2968","00000000000000002d85",11448,18,-67.0833333,0.79491256,"{""type"":""Point"",""coordinates"":[-67.08333160398517,17.999999713232334]}"
"2969","00000000000000002d91",11460,18.5,98.66667,0.139082058,"{""type"":""Point"",""coordinates"":[98.66667170083066,18.499998714355222]}"
"2970","00000000000000002d92",11461,18.5,98.66667,0.119305857,"{""type"":""Point"",""coordinates"":[98.66667170083066,18.499998714355222]}"
